Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm)
2021-02-14,-4.5,-12.5,-8.5,0.0,5.6
2021-02-15,-1.5,-6.5,-4.0,0.0,2.0
2021-02-16,3.0,-5.5,-1.3,0.0,0.0
2021-02-17,4.0,-6.5,-1.3,0.0,0.0
2021-02-18,-0.5,-5.5,-3.0,0.0,16.0
2021-02-19,1.5,-2.5,-0.5,0.0,0.0
2021-02-20,1.5,-1.0,0.3,0.0,3.8
2021-02-21,3.5,-0.5,1.5,20.6,0.0
2021-02-22,5.5,2.5,4.0,1.8,0.0
2021-02-23,2.0,-2.5,-0.3,0.0,6.0
2021-02-24,2.5,-9.0,-3.3,0.0,9.0
2021-02-25,1.0,-2.0,-0.5,0.0,1.0
2021-02-26,4.0,-2.5,0.8,0.0,0.0
2021-02-27,3.0,-9.0,-3.0,0.0,1.4
2021-02-28,2.5,-1.5,0.5,0.0,0.0
2021-03-01,5.5,1.0,3.3,0.0,0.0
2021-03-02,3.5,-1.0,1.3,0.0,0.0
2021-03-03,5.0,-1.5,1.8,0.0,0.0
2021-03-04,9.0,-3.0,3.0,6.0,2.0
2021-03-05,4.0,0.0,2.0,6.0,3.4
2021-03-06,4.0,-0.5,1.8,0.0,2.0
2021-03-07,3.0,0.0,1.5,0.0,7.6
2021-03-08,4.0,-3.0,0.5,0.0,0.0
2021-03-09,6.0,-4.5,0.8,0.0,0.0
2021-03-10,6.0,-2.5,1.8,0.0,0.0
2021-03-11,6.5,-8.0,-0.8,0.0,0.0
2021-03-12,7.5,-2.0,2.8,0.0,0.0
2021-03-13,12.0,-1.0,5.5,0.0,0.0
2021-03-14,6.5,0.5,3.5,6.2,0.0
2021-03-15,5.5,-3.0,1.3,0.0,0.0
2021-03-16,8.5,-6.0,1.3,0.0,0.0
2021-03-17,9.5,-3.5,3.0,0.0,0.0
2021-03-18,5.5,-2.0,1.8,7.0,0.0
2021-03-19,4.0,0.0,2.0,4.3,3.0
2021-03-20,5.5,0.0,2.8,0.0,0.0
2021-03-21,2.5,0.0,1.3,0.0,4.2
2021-03-22,8.0,-0.5,3.8,0.0,0.0
2021-03-23,7.5,-4.5,1.5,0.0,2.0
2021-03-24,6.5,0.0,3.3,0.0,0.0
2021-03-25,11.0,0.5,5.8,0.0,0.0
2021-03-26,8.5,-2.0,3.3,0.0,0.0
2021-03-27,7.0,2.0,4.5,15.0,0.0
2021-03-28,3.0,0.0,1.5,6.6,2.8
2021-03-29,5.5,-7.0,-0.8,0.0,0.0
2021-03-30,8.5,-6.0,1.3,0.0,0.0
2021-03-31,12.0,-3.0,4.5,0.0,0.0
2021-04-01,10.5,0.5,5.5,0.0,0.0
2021-04-02,7.5,0.5,4.0,0.0,0.0
2021-04-03,5.0,-1.5,1.8,3.6,4.8
2021-04-04,8.5,-1.5,3.5,0.0,0.0
2021-04-05,12.5,-4.5,4.0,0.0,0.0
2021-04-06,11.5,-3.0,4.3,0.8,0.0
2021-04-07,4.5,2.5,3.5,1.8,0.0
2021-04-08,9.0,-0.5,4.3,0.0,0.0
2021-04-09,3.0,0.0,1.5,0.0,5.2
2021-04-10,5.5,-3.5,1.0,0.0,0.0
2021-04-11,9.0,-6.5,1.3,0.0,0.0
2021-04-12,11.5,-5.0,3.3,0.0,0.0
2021-04-13,15.5,-4.0,5.8,0.0,0.0
2021-04-14,20.5,-3.0,8.8,0.0,0.0
2021-04-15,22.5,-2.0,10.3,0.0,0.0
2021-04-16,21.5,-1.0,10.3,0.0,0.0
2021-04-19,17.0,1.0,9.0,0.0,0.0
2021-04-20,18.0,0.0,9.0,0.0,0.0
2021-04-21,18.0,0.5,9.3,0.0,0.0
2021-04-22,16.5,4.5,10.5,0.0,0.0
2021-04-23,14.0,-1.5,6.3,2.4,0.0
2021-04-24,9.0,4.5,6.8,10.1,0.0
2021-04-25,10.0,4.0,7.0,1.8,0.0
2021-04-26,13.5,3.5,8.5,0.0,0.0
2021-04-27,11.5,4.0,7.8,0.0,0.0
2021-04-28,9.0,5.5,7.3,3.2,0.0
2021-04-29,16.5,5.5,11.0,5.8,0.0
2021-04-30,14.0,6.5,10.3,4.5,0.0
2021-05-01,13.5,4.0,8.8,0.4,0.0
2021-05-02,17.0,-0.5,8.3,0.0,0.0
2021-05-03,11.0,4.0,7.5,0.4,0.0
2021-05-04,16.5,4.5,10.5,0.0,0.0
2021-05-05,17.5,0.5,9.0,0.0,0.0
2021-05-06,18.5,3.0,10.8,2.3,0.0
2021-05-07,12.0,2.5,7.3,0.0,0.0
2021-05-08,10.5,4.0,7.3,0.0,0.0
2021-05-09,16.5,2.0,9.3,0.0,0.0
2021-05-10,16.0,0.5,8.3,0.0,0.0
2021-05-11,20.0,0.5,10.3,2.4,0.0
2021-05-12,14.5,6.5,10.5,0.6,0.0
2021-05-13,21.5,6.5,14.0,0.0,0.0
2021-05-14,23.0,3.0,13.0,0.0,0.0
2021-05-15,24.5,3.5,14.0,0.0,0.0
2021-05-16,23.5,5.0,14.3,2.2,0.0
2021-05-17,15.0,10.5,12.8,11.0,2.0
2021-05-18,10.0,0.5,5.3,2.4,0.0
2021-05-19,12.5,-0.5,6.0,0.0,0.0
2021-05-20,17.0,1.0,9.0,0.0,0.0
2021-05-21,21.0,0.0,10.5,0.0,0.0
2021-05-22,24.5,1.0,12.8,0.0,0.0
2021-05-23,19.5,9.0,14.3,0.0,0.0
2021-05-24,14.5,9.0,11.8,0.4,0.0
2021-05-25,19.0,8.5,13.8,2.0,0.0
2021-05-26,14.5,8.5,11.5,15.2,0.0
2021-05-27,11.0,5.0,8.0,5.0,0.0
2021-05-28,15.5,5.5,10.5,0.0,0.0
2021-05-29,22.5,1.0,11.8,0.0,0.0
2021-05-30,19.0,6.0,12.5,0.0,0.0
2021-05-31,23.0,9.5,16.3,0.0,0.0
2021-06-01,30.0,8.5,19.3,0.0,0.0
2021-06-02,28.5,7.5,18.0,0.0,0.0
2021-06-03,25.5,13.5,19.5,0.0,0.0
2021-06-04,16.0,9.5,12.8,1.5,0.0
2021-06-05,14.0,7.5,10.8,2.4,0.0
2021-06-06,10.5,5.5,8.0,0.4,0.0
2021-06-07,15.5,5.0,10.3,0.4,0.0
2021-06-08,16.0,1.5,8.8,7.2,0.0
2021-06-09,15.5,5.0,10.3,0.0,0.0
2021-06-12,18.5,6.0,12.3,10.6,0.0
2021-06-13,15.5,9.0,12.3,21.4,0.0
2021-06-14,15.5,11.0,13.3,4.8,0.0
2021-06-15,15.0,8.0,11.5,3.6,0.0
2021-06-16,19.5,8.0,13.8,0.0,0.0
2021-06-17,22.5,5.0,13.8,0.0,0.0
2021-06-18,25.5,8.0,16.8,0.0,0.0
2021-06-19,19.5,8.0,13.8,0.2,0.0
2021-06-20,28.0,7.0,17.5,0.0,0.0
2021-06-22,29.0,10.5,19.8,0.0,0.0
2021-06-23,27.0,11.0,19.0,0.0,0.0
2021-06-24,29.5,11.0,20.3,0.0,0.0
2021-06-25,35.0,12.5,23.8,0.0,0.0
2021-06-26,38.0,14.0,26.0,0.0,0.0
2021-06-27,40.0,15.5,27.8,0.0,0.0
2021-06-28,41.0,16.0,28.5,0.0,0.0
2021-06-29,42.0,16.0,29.0,0.0,0.0
2021-06-30,31.5,17.5,24.5,0.0,0.0
2021-07-01,25.5,16.5,21.0,0.0,0.0
2021-07-02,27.0,16.0,21.5,0.0,0.0
2021-07-03,28.5,12.5,20.5,0.0,0.0
2021-07-04,29.5,12.0,20.8,0.0,0.0
2021-07-05,29.5,13.5,21.5,0.0,0.0
2021-07-06,32.0,12.0,22.0,0.0,0.0
2021-07-07,26.5,12.0,19.3,0.0,0.0
2021-07-08,23.0,14.0,18.5,0.0,0.0
2021-07-09,29.5,13.5,21.5,0.0,0.0
2021-07-10,29.0,13.0,21.0,0.0,0.0
2021-07-11,30.0,12.0,21.0,1.8,0.0
2021-07-12,32.5,11.5,22.0,0.0,0.0
2021-07-13,32.0,13.0,22.5,0.0,0.0
2021-07-14,29.5,12.0,20.8,0.0,0.0
2021-07-15,26.0,12.0,19.0,0.0,0.0
2021-07-16,20.0,14.0,17.0,0.2,0.0
2021-07-17,20.5,12.0,16.3,0.2,0.0
2021-07-18,26.0,8.5,17.3,0.0,0.0
2021-07-19,28.0,8.0,18.0,0.0,0.0
2021-07-20,25.0,10.5,17.8,0.0,0.0
2021-07-21,20.5,9.0,14.8,0.4,0.0
2021-07-22,24.0,9.5,16.8,0.0,0.0
2021-07-23,25.0,11.5,18.3,0.0,0.0
2021-07-24,29.0,10.0,19.5,0.0,0.0
2021-07-25,28.5,11.0,19.8,0.0,0.0
2021-07-26,28.5,11.0,19.8,0.0,0.0
2021-07-27,30.5,10.5,20.5,0.0,0.0
2021-07-28,32.0,11.0,21.5,0.0,0.0
2021-07-29,33.0,11.5,22.3,0.0,0.0
2021-07-30,35.5,11.5,23.5,0.0,0.0
2021-07-31,27.0,13.0,20.0,0.0,0.0
2021-08-01,28.0,17.5,22.8,0.0,0.0
2021-08-02,32.0,14.5,23.3,0.0,0.0
2021-08-03,34.5,12.0,23.3,0.0,0.0
2021-08-04,33.5,11.0,22.3,0.0,0.0
2021-08-05,33.5,11.0,22.3,0.0,0.0
2021-08-06,20.5,17.0,18.8,4.4,0.0
2021-08-07,18.5,11.5,15.0,10.0,0.0
2021-08-08,20.0,11.0,15.5,0.0,0.0
2021-08-09,23.5,13.5,18.5,0.0,0.0
2021-08-10,28.5,13.0,20.8,0.0,0.0
2021-08-11,34.0,12.5,23.3,0.0,0.0
2021-08-12,35.5,12.5,24.0,0.0,0.0
2021-08-13,37.0,12.5,24.8,0.0,0.0
2021-08-14,33.0,13.0,23.0,0.0,0.0
2021-08-15,30.5,13.5,22.0,0.4,0.0
2021-08-16,21.0,16.0,18.5,24.4,0.0
2021-08-17,24.5,10.0,17.3,0.0,0.0
2021-08-18,23.5,7.5,15.5,0.0,0.0
2021-08-19,23.5,13.0,18.3,0.0,0.0
2021-08-20,17.5,14.5,16.0,2.6,0.0
2021-08-21,20.0,12.0,16.0,7.0,0.0
2021-08-22,18.0,11.0,14.5,3.5,0.0
2021-08-23,19.0,7.5,13.3,0.0,0.0
2021-08-24,22.5,6.5,14.5,0.0,0.0
2021-08-25,23.5,6.0,14.8,0.0,0.0
2021-08-26,13.5,10.5,12.0,2.2,0.0
2021-08-27,17.5,11.5,14.5,0.0,0.0
2021-08-28,22.5,9.5,16.0,0.0,0.0
2021-08-29,24.0,7.0,15.5,0.0,0.0
2021-08-30,18.5,9.0,13.8,1.0,0.0
2021-08-31,14.0,8.5,11.3,0.8,0.0
2021-09-01,21.0,4.0,12.5,0.0,0.0
2021-09-02,28.0,4.0,16.0,0.0,0.0
2021-09-03,19.0,4.5,11.8,0.0,0.0
2021-09-04,13.5,7.0,10.3,7.4,0.0
2021-09-05,19.5,11.5,15.5,0.0,0.0
2021-09-06,22.0,7.0,14.5,0.0,0.0
2021-09-09,21.0,10.5,15.8,0.0,0.0
2021-09-10,23.0,10.5,16.8,0.0,0.0
2021-09-11,14.5,12.0,13.3,2.4,0.0
2021-09-12,17.5,10.0,13.8,0.0,0.0
2021-09-13,19.5,9.5,14.5,0.0,0.0
2021-09-14,13.0,8.0,10.5,8.5,0.0
2021-09-15,16.5,6.5,11.5,3.6,0.0
2021-09-16,16.0,2.5,9.3,8.0,0.0
2021-09-17,8.5,4.5,6.5,61.3,0.0
2021-09-18,12.5,4.5,8.5,4.2,0.0
2021-09-19,12.0,7.0,9.5,2.4,0.0
2021-09-20,13.0,6.5,9.8,0.0,0.0
2021-09-21,19.0,6.5,12.8,1.6,0.0
2021-09-22,18.5,9.0,13.8,0.0,0.0
2021-09-23,18.5,8.5,13.5,0.0,0.0
2021-09-24,21.0,5.5,13.3,0.0,0.0
2021-09-25,21.5,7.0,14.3,0.0,0.0
2021-09-26,11.0,9.0,10.0,18.8,0.0
2021-09-27,9.0,8.0,8.5,18.2,0.0
2021-09-28,11.5,6.5,9.0,5.6,0.0
2021-09-29,10.5,6.0,8.3,34.0,0.0
2021-09-30,10.5,6.5,8.5,5.2,0.0
2021-10-01,13.0,3.5,8.3,1.4,0.0
2021-10-02,9.0,5.0,7.0,7.0,0.0
2021-10-03,13.5,6.5,10.0,0.0,0.0
2021-10-04,12.0,3.0,7.5,9.3,0.0
2021-10-05,8.5,4.5,6.5,7.1,0.0
2021-10-06,7.5,2.5,5.0,1.9,0.0
2021-10-07,9.5,0.5,5.0,0.0,0.0
2021-10-08,11.5,0.5,6.0,0.0,0.0
2021-10-09,6.5,0.0,3.3,16.4,0.0
2021-10-10,9.5,1.0,5.3,0.0,0.0
2021-10-11,9.5,-2.0,3.8,0.0,0.0
2021-10-12,4.5,-2.5,1.0,2.5,0.0
2021-10-13,5.5,1.0,3.3,1.8,0.0
2021-10-14,7.5,2.5,5.0,4.4,0.0
2021-10-15,8.0,5.5,6.8,18.8,0.0
2021-10-16,8.0,7.0,7.5,48.4,0.0
2021-10-17,8.0,5.0,6.5,17.2,0.0
2021-10-18,9.5,5.0,7.3,0.0,0.0
2021-10-19,9.0,-1.0,4.0,1.1,0.0
2021-10-20,8.5,1.0,4.8,3.4,0.0
2021-10-21,10.0,4.5,7.3,21.6,0.0
2021-10-22,10.0,7.0,8.5,2.8,0.0
2021-10-23,6.5,3.0,4.8,3.8,0.0
2021-10-24,7.0,3.5,5.3,14.2,0.0
2021-10-25,5.5,3.5,4.5,11.3,0.0
2021-10-26,8.5,3.0,5.8,7.5,0.0
2021-10-27,7.0,4.0,5.5,7.1,0.0
2021-10-28,3.0,2.0,2.5,11.2,0.0
2021-10-29,8.5,2.5,5.5,0.0,0.0
2021-10-30,5.5,-3.5,1.0,0.0,0.0
2021-10-31,6.5,-3.0,1.8,0.0,0.0
2021-11-01,6.0,-2.5,1.8,3.2,0.0
2021-11-02,6.0,2.0,4.0,16.7,0.0
2021-11-03,6.0,3.0,4.5,24.8,0.0
2021-11-04,7.0,4.5,5.8,15.2,0.0
2021-11-05,5.5,2.5,4.0,6.3,0.0
2021-11-06,4.0,0.0,2.0,3.0,11.2
2021-11-07,0.5,0.0,0.3,0.0,20.4
2021-11-08,2.0,0.0,1.0,0.0,0.0
2021-11-09,1.5,0.0,0.8,0.0,1.0
2021-11-10,4.0,1.0,2.5,6.0,0.0
2021-11-11,6.5,0.0,3.3,7.0,0.0
2021-11-12,7.0,1.0,4.0,3.4,0.0
2021-11-13,4.0,0.0,2.0,23.0,6.0
2021-11-14,3.5,0.0,1.8,69.3,0.0
2021-11-16,3.5,-1.0,1.3,0.0,0.0
2021-11-17,0.5,-6.5,-3.0,0.0,0.0
2021-11-18,-1.5,-6.5,-4.0,0.0,5.0
2021-11-19,0.5,-6.5,-3.0,0.0,0.0
2021-11-20,1.5,-1.5,0.0,0.0,0.0
2021-11-21,2.5,0.0,1.3,0.0,0.0
2021-11-22,3.0,-3.5,-0.3,10.7,2.0
2021-11-23,3.0,0.0,1.5,0.0,0.0
2021-11-24,2.0,-1.5,0.3,10.3,3.0
2021-11-25,1.5,0.0,0.8,7.8,12.8
2021-11-26,3.5,0.0,1.8,0.0,0.0
2021-11-27,5.0,-0.5,2.3,14.0,17.0
2021-11-28,5.5,0.0,2.8,7.0,0.0
2021-11-29,6.0,2.0,4.0,17.8,0.0
2021-11-30,8.0,3.0,5.5,36.8,0.0
2021-12-01,8.0,4.0,6.0,31.8,0.0
2021-12-02,4.0,1.5,2.8,0.0,0.0
2021-12-04,0.0,-3.0,-1.5,0.0,1.4
2021-12-05,-2.5,-8.0,-5.3,0.0,9.0
2021-12-06,-2.5,-5.0,-3.8,0.0,1.0
2021-12-07,3.0,-4.0,-0.5,0.0,0.0
2021-12-08,2.5,-1.0,0.8,0.0,0.0
2021-12-09,1.0,-2.0,-0.5,0.0,0.0
2021-12-10,1.5,-4.0,-1.3,20.4,19.0
2021-12-11,1.5,-1.0,0.3,0.0,10.0
2021-12-12,-1.0,-2.5,-1.8,0.0,9.2
2021-12-13,-1.0,-3.0,-2.0,0.0,14.0
2021-12-14,0.0,-3.0,-1.5,0.0,0.0
2021-12-15,-2.5,-4.0,-3.3,0.0,2.0
2021-12-16,-2.0,-5.5,-3.8,0.0,0.0
2021-12-17,-7.0,-12.0,-9.5,0.0,28.0
2021-12-22,2.5,-8.0,-2.8,7.0,1.0
2021-12-23,-0.5,-2.0,-1.3,0.0,0.0
2021-12-24,-5.5,-7.0,-6.3,0.0,0.0
2021-12-25,-11.5,-13.5,-12.5,0.0,2.8
2021-12-26,-16.5,-18.0,-17.3,0.0,0.0
2021-12-27,-19.0,-22.5,-20.8,0.0,0.0
2021-12-28,-15.5,-23.0,-19.3,0.0,0.0
2021-12-31,-10.5,-20.0,-15.3,0.0,0.0
2024-01-01,3.5,-1.0,1.3,0.0,0.0
2024-01-02,1.0,-1.0,0.0,1.3,0.0
2024-01-03,3.0,0.0,1.5,2.1,0.0
2024-01-04,3.0,1.5,2.3,1.4,0.0
2024-01-05,2.9,0.5,1.7,0.0,27.0
2024-01-06,1.0,-2.0,-0.5,0.0,0.0
2024-01-07,-3.0,-9.0,-6.0,0.0,1.6
2024-01-08,0.0,-8.0,-4.0,0.0,25.0
2024-01-13,-17.0,-23.0,-20.0,0.0,0.0
2024-01-16,-7.5,-13.5,-10.5,0.0,2.0
2024-01-17,-5.5,-9.0,-7.3,0.0,12.0
2024-01-20,0.0,-6.0,-3.0,0.4,0.0
2024-01-21,1.0,-1.0,0.0,1.9,0.0
2024-01-22,1.5,0.0,0.8,4.9,0.0
2024-01-23,4.0,0.5,2.3,0.9,0.0
2024-01-24,1.5,0.0,0.8,7.0,0.0
2024-01-27,4.0,1.0,2.5,29.0,0.0
2024-01-28,6.0,1.0,3.5,21.6,0.0
2024-01-29,7.5,1.5,4.5,38.0,0.0
2024-01-30,6.0,2.0,4.0,9.2,0.0
2024-01-31,4.5,2.0,3.3,10.0,0.0
2024-02-01,5.5,2.0,3.8,3.0,0.0
2024-02-03,6.0,1.0,3.5,0.0,0.0
2024-02-04,4.0,-2.0,1.0,0.0,0.0
2024-02-05,3.5,-3.5,0.0,0.0,0.0
2024-02-07,4.0,-3.5,0.3,0.0,1.0
2024-02-10,5.0,-2.0,1.5,0.0,3.0
2024-02-11,2.0,0.0,1.0,0.0,7.0
2024-02-12,4.5,-0.5,2.0,0.0,0.0
2024-02-13,4.0,-5.5,-0.8,0.0,0.0
2024-02-14,2.0,-7.5,-2.8,0.0,0.0
2024-02-17,3.0,-5.0,-1.0,0.0,0.0
2024-02-18,6.0,-3.0,1.5,0.0,0.0
2024-02-19,8.0,-3.5,2.3,0.0,2.0
2024-02-20,3.5,-0.5,1.5,7.3,0.0
2024-02-21,5.5,0.5,3.0,0.0,0.0
2024-02-24,4.0,3.0,3.5,2.0,0.0
2024-02-25,4.0,1.0,2.5,5.5,0.0
2024-02-26,2.0,-3.5,-0.8,0.0,1.1
2024-03-02,1.0,-6.0,-2.5,0.0,1.0
2024-03-03,1.0,-5.0,-2.0,0.0,1.0
2024-03-05,0.0,-10.0,-5.0,0.0,0.0
2024-03-06,1.5,-6.0,-2.3,0.0,0.0
2024-03-11,3.0,1.0,2.0,0.0,8.0
2024-03-12,5.0,0.0,2.5,3.8,0.0
2024-03-13,6.5,-0.5,3.0,0.0,0.0
2024-03-16,15.0,-2.0,6.5,0.0,0.0
2024-03-17,18.0,-2.0,8.0,0.0,0.0
2024-03-18,17.5,-2.0,7.8,0.0,0.0
2024-03-19,16.5,-2.5,7.0,0.0,0.0
2024-03-20,10.5,1.0,5.8,0.0,0.0
2024-03-22,9.5,1.0,5.3,1.0,0.0
2024-03-23,12.0,3.0,7.5,0.0,0.0
2024-03-24,14.0,-4.0,5.0,0.0,0.0
2024-03-25,8.0,-2.0,3.0,0.4,0.0
2024-03-26,9.0,2.0,5.5,0.0,0.0
2024-03-27,6.0,0.5,3.3,4.1,0.0
2024-03-28,8.0,0.0,4.0,0.0,0.0
2024-03-29,10.5,0.5,5.5,0.0,0.0
2024-03-30,11.0,-3.0,4.0,0.0,0.0
2024-03-31,16.0,-3.0,6.5,0.0,0.0
2024-04-01,13.5,-1.0,6.3,0.0,0.0
2024-04-02,10.0,7.0,8.5,24.0,0.0
2024-04-03,5.5,0.5,3.0,0.4,0.0
2024-04-06,10.0,-2.0,4.0,1.0,0.0
2024-04-09,10.0,0.0,5.0,0.0,0.0
2024-04-10,12.0,-2.5,4.8,0.4,0.0
2024-04-11,4.5,2.5,3.5,10.8,0.0
2024-04-12,13.5,1.0,7.3,0.0,0.0
2024-04-13,18.0,-2.0,8.0,0.0,0.0
2024-04-14,17.0,-1.0,8.0,0.0,0.0
2024-04-15,10.0,3.0,6.5,0.0,0.0
2024-04-16,10.0,-2.0,4.0,0.0,0.0
2024-04-17,13.5,-3.5,5.0,0.0,0.0
2024-04-20,16.7,-2.3,7.2,7.5,0.0
2024-04-21,11.0,2.1,6.6,0.0,0.0
2024-04-22,14.0,-2.4,5.8,0.0,0.0
2024-04-28,7.0,2.8,4.9,4.5,0.0
2024-04-29,8.0,0.0,4.0,1.5,0.0
2024-05-02,17.5,-2.0,7.8,0.0,0.0
2024-05-03,18.0,-1.0,8.5,0.0,0.0
2024-05-04,17.0,6.0,11.5,0.0,0.0
2024-05-05,10.0,6.0,8.0,7.0,0.0
2024-05-06,10.0,4.0,7.0,1.1,0.0
2024-05-07,13.5,1.5,7.5,0.0,0.0
2024-05-09,24.5,2.0,13.3,0.0,0.0
2024-05-10,27.0,4.0,15.5,0.0,0.0
2024-05-11,26.0,5.0,15.5,0.0,0.0
2024-05-12,22.0,6.0,14.0,0.0,0.0
2024-05-13,17.5,10.0,13.8,0.0,0.0
2024-05-14,19.0,3.5,11.3,0.0,0.0
2024-05-15,19.0,6.0,12.5,0.0,0.0
2024-05-18,11.0,5.0,8.0,3.0,0.0
2024-05-19,17.0,4.0,10.5,0.0,0.0
2024-05-20,18.0,2.0,10.0,2.7,0.0
2024-05-21,10.5,2.0,6.3,20.6,0.0
2024-05-22,18.0,2.0,10.0,0.0,0.0
2024-05-23,17.5,3.5,10.5,0.4,0.0
2024-05-24,12.0,7.5,9.8,1.0,0.0
2024-05-25,15.0,7.0,11.0,6.0,0.0
2024-05-26,9.0,6.0,7.5,1.0,0.0
2024-05-29,13.0,4.5,8.8,0.2,0.0
2024-05-30,14.0,3.0,8.5,0.0,0.0
2024-06-03,10.5,6.5,8.5,7.2,0.0
2024-06-04,11.5,5.5,8.5,5.7,0.0
2024-06-05,17.0,3.5,10.3,0.0,0.0
2024-06-08,28.0,5.0,16.5,0.0,0.0
2024-06-09,27.0,11.0,19.0,0.0,0.0
2024-06-10,21.0,9.0,15.0,4.6,0.0
2024-06-12,17.0,7.5,12.3,0.0,0.0
2024-06-15,14.0,2.0,8.0,2.0,0.0
2024-06-16,14.0,6.0,10.0,4.9,0.0
2024-06-17,15.5,6.5,11.0,7.4,0.0
2024-06-18,20.0,8.5,14.3,0.0,0.0
2024-06-22,21.0,13.0,17.0,1.0,0.0
2024-06-29,21.0,11.0,16.0,3.0,0.0
2024-06-30,22.0,13.0,17.5,1.0,0.0
2024-07-06,31.0,10.0,20.5,0.0,0.0
2024-07-13,32.0,12.0,22.0,0.0,0.0
2024-07-20,34.0,11.0,22.5,0.0,0.0
2024-07-27,25.0,11.0,18.0,0.0,0.0
2024-08-03,32.0,12.0,22.0,0.0,0.0
2024-08-07,31.2,11.2,21.2,0.0,0.0
2024-08-08,32.9,11.4,22.2,0.0,0.0
2024-08-09,32.4,12.5,22.5,0.0,0.0
2024-08-10,31.0,11.0,21.0,0.0,0.0
2024-08-17,29.0,9.0,19.0,0.0,0.0
2024-08-24,15.0,11.0,13.0,3.0,0.0
2024-08-31,32.0,10.0,21.0,0.0,0.0
2024-09-01,32.0,9.0,20.5,0.0,0.0
2024-09-07,30.0,9.0,19.5,0.0,0.0
2024-09-14,16.0,8.0,12.0,9.0,0.0
2024-09-21,18.0,6.0,12.0,0.0,0.0
2024-09-28,13.0,4.0,8.5,0.0,0.0
2024-09-29,12.0,4.0,8.0,0.0,0.0
2024-10-05,13.0,6.0,9.5,1.0,0.0
